summary,city,state,date_time,shape,duration,stats,report_link,text,posted,city_latitude,city_location,city_longitude
"Repeat sighting of 9/6/00, with 3 stationary, star-like objects in a triangle formation constantly blinking red, green and white lights",Williamsville,NY,2000-09-13T21:00:00,light,3 hrs.,"Occurred : 9/13/2000 21:00  (Entered as : 09/13/00 21:00) Reported: 9/14/2000 09:45 Posted: 3/21/2003 Location: Williamsville, NY Shape: Light Duration:3 hrs.",http://www.nuforc.org/webreports/014/S14115.html,"Repeat sighting of 9/6/00, with 3 stationary, star-like objects in a triangle formation constantly blinking red, green and white lights Exactly 1 week later, they've come back! On 9/6/00, I reported a sighting to you of 3 stationary, star-like objects which were constantly blinking red, green, and white lights lasting a period of 3 1/2 hrs. over our area of Williamsville, NY. I've watched the skies for a week now and last night (9/13/00) they were back. My husband and I saw the first object last night at 9 p.m. in the clear SSE sky. Tiny and un-moving like a star, but visibly blinking red, green and white lights. We searched the sky for any other objects and found 2 identical objects at the NE and WNW sky. We watched these objects fixed in this triangle formation for 3 hrs. until they were obscured by overcast clouds. Except for their position, these objects were identical to the objects seen 7 days ago and like last week's sighting, there were an unusally high number of other aircraft flying about them. ((NUFORC Note:  Probably ""twinkling"" stars, or other celestial bodies, we feel.  PD))",2000-09-17T00:00:00,,,
"Five bright red lights, flying in V-formation, over Lake Ontario at night without sound with additional two behind.",Irondequoit,NY,2015-08-05T21:15:00,circle,1-2 minutes,"Occurred : 8/5/2015 21:15  (Entered as : 08/05/2015 21:15) Reported: 8/6/2015 7:04:29 AM 07:04 Posted: 8/6/2015 Location: Irondequoit, NY Shape: Circle Duration:1-2 minutes",http://www.nuforc.org/webreports/120/S120917.html,"Five bright red lights, flying in V-formation, over Lake Ontario at night without sound with additional two behind. I saw 5 red lights flying in a v-formation with two additional lights following behind.  They were flying west to east.  The lights were bright red.  There was a single light on each.   The lights were not blinking; they were steady bright red.   There was no sound that I could hear.  I only saw them as they flew over. I am a Certified Financial Planner and I was working in my office, on my computer when I saw them.  I have a Bachelor of Science degree from the University of Minnesota.",2015-08-06T00:00:00,,,
"10 round lights noted by attorney and nurse in Sag Harbor, July 17.",Sag Harbor,NY,2015-07-17T22:10:00,light,5 minutes,"Occurred : 7/17/2015 22:10  (Entered as : 07/17/15 10:10) Reported: 7/20/2015 10:25:02 AM 10:25 Posted: 7/23/2015 Location: Sag Harbor, NY Shape: Light Duration:5 minutes",http://www.nuforc.org/webreports/120/S120515.html,"10 round lights noted by attorney and nurse in Sag Harbor, July 17. On July 17, 2015, my brother and I were standing outside Barron’s Cove Inn, talking, at about ten past ten at night.  I noticed a round flickering circle moving across the sky, from Left to right.  There was first just one and then a second followed in the exact same path.  There was a third and then two more which were side by side followed the others.  A total of ten were noted-all flying along that path slowly.  After about 5 minutes the first in the row disappeared.  Each one in turn did the same.  The two that were side by side disappeared together.  No details other than the bright circular lights were noted by us as the objects were out over the water. ((NUFORC Note:  This report was first posted on July 23rd, 2015, with the incorrect time of 10:10 a.m..  We have changed the time above to 22:10 hrs., and will re-post it at our earliest convenience.  PD))",2015-07-23T00:00:00,40.996699999999976,POINT(-72.32259999999998 40.996699999999976),-72.32259999999998
A strange object hovering in the sky. Looked like a bumper car with red lights. Quickly turned around a couple of times and just vanish,Asbury Park,NY,2015-07-18T00:00:00,other,15 seconds,"Occurred : 7/18/2015 00:00  (Entered as : 07/18/15 0:00) Reported: 7/18/2015 10:31:42 PM 22:31 Posted: 7/23/2015 Location: Asbury Park, NY Shape: Other Duration:15 seconds",http://www.nuforc.org/webreports/120/S120475.html,A strange object hovering in the sky. Looked like a bumper car with red lights.  Quickly turned around a couple of times and just vanishes.  I have a full video of the event,2015-07-23T00:00:00,,,
30 white orbs visit my yard.,High Falls,NY,2015-06-26T23:00:00,circle,40 minutes,"Occurred : 6/26/2015 23:00  (Entered as : 07/26/15 23:00) Reported: 7/14/2015 8:31:55 AM 08:31 Posted: 7/17/2015 Location: High Falls, NY Shape: Circle Duration:40 minutes",http://www.nuforc.org/webreports/120/S120382.html,"30 white orbs visit my yard My friend and I were sitting outside on my porch, when approximately 30 bright white orbs came in a cluster to my yard.  They stayed away for a while and kept moving around each other and exploring the far end of the yard.  They kept gradually moving closer to us.   Their size was approximately 2 feet in diameter.  Eventually 6 broke away from the group together and came very close to us.  The closest any one got to us, however, was about 6 feet away.  Then they all left together.   They never went higher than midway up the pine trees in my yard.  They left from the far side of the yard where there are a lot of bushes alongside the road, so I couldn't see. When I mentioned the event to people who also spend time at the local swimming hole, they were not shocked--saying simply, ""Oh, the orbs.""  I described them and my friends said they have also seen them more than once.  Apparently a lot of people in the vicinity of my home have… ((ADDENDUM FROM WITNESS)) I apologize for that. I realized almost as soon as I hit submit.  The date was June 26th.  I just found out about your site from a friend so I'm a bit tardy. ((END ADDENDUM)) ((NUFORC Note:  We have corrected the date above.  We wonder whether this is a serious report, or a hoax.  We have attempted to telephone the witness, but unsuccessfully.  PD))",2015-07-17T00:00:00,41.7881,POINT(-74.1584 41.7881),-74.1584
Craft spotted during fireworks show.,Syracuse,NY,2015-07-04T21:00:00,oval,20 minutes,"Occurred : 7/4/2015 21:00  (Entered as : 07/04/15 21:00) Reported: 7/15/2015 11:01:21 AM 11:01 Posted: 7/17/2015 Location: Syracuse, NY Shape: Oval Duration:20 minutes",http://www.nuforc.org/webreports/120/S120415.html,"Craft spotted during fireworks show. During the fireworks display at the basball stadium on July 4th, I noticed something strange hovering in the sky.  It took me a moment to realize it was not of human origin.  It changed colors every few minutes, as if just fading from blue to pink to purple to orange.   It moved in a way I've never witnessed before.  The way it bolted horizontally super fast and stopped instantly.  Or the way it moved completely vertical with ease.  It was as if the craft were watching the fireworks show.   It was there for quite some time.  And when the show finished.  It simply lowered vertically super fast.  And then it was gone. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",2015-07-17T00:00:00,43.05037092436972,POINT(-76.15706369747863 43.05037092436972),-76.15706369747863
After the fireworks calmed down in the north sky above tree line saw a very didtinct shape that looked like a five pointed  star. It a,Lindenhurst,NY,2015-07-05T00:25:00,changing,10 seconds,"Occurred : 7/5/2015 00:25  (Entered as : 07/05/15 0:25) Reported: 7/10/2015 6:24:15 PM 18:24 Posted: 7/17/2015 Location: Lindenhurst, NY Shape: Changing Duration:10 seconds",http://www.nuforc.org/webreports/120/S120274.html,"After the fireworks calmed down, in the north sky above tree line, saw a very distinct shape that looked like a five pointed  star.  It a had distinct lines and angles and solid color of yellow.   Took pic which came out looking like solid yellow ball.   2 sec later, it disappeared.   Never saw a firework like that. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",2015-07-17T00:00:00,40.68680000000003,POINT(-73.37349999999986 40.68680000000003),-73.37349999999986
hello 1) 5 lights 2) circle then converge in middle almost touching then go back and recircle i saw it for about 30 min. my sistersaw i,Selden,NY,2000-09-16T00:45:00,circle,an hour,"Occurred : 9/16/2000 00:45  (Entered as : 9/16/00 12:45am) Reported: 9/15/2000 22:11 Posted: 3/21/2003 Location: Selden, NY Shape: Circle Duration:an hour",http://www.nuforc.org/webreports/014/S14135.html,hello 1) 5 lights 2) circle then converge in middle almost touching then go back and recircle i saw it for about 30 min. my sistersaw it with her friends,2000-09-17T00:00:00,40.8714,POINT(-73.04249999999985 40.8714),-73.04249999999985
3 orange/red color ball shape objects in triangle formation traveling west.,Wilson,NY,2015-07-19T22:30:00,triangle,5 minutes,"Occurred : 7/19/2015 22:30  (Entered as : 07/19/2015 22:30) Reported: 7/21/2015 1:08:33 PM 13:08 Posted: 7/23/2015 Location: Wilson, NY Shape: Triangle Duration:5 minutes",http://www.nuforc.org/webreports/120/S120538.html,"3 orange/red color ball shape objects in triangle formation traveling west. Three orange red color ball shape objects in triangle formation moving west they were not lanterns because the wind was blowing to the east and objects were traveling towards west.  Later that night, channel 4 new reported triangle shape objects in the finger lakes region. Wilson is about 3 hours west from there.",2015-07-23T00:00:00,43.2793,POINT(-78.8276 43.2793),-78.8276
"Reddish orange ball shaped object.  At first, I thought is was a firework, but the object began to rise.",Mastic Beach,NY,2015-07-10T21:00:00,circle,4 minutes,"Occurred : 7/10/2015 21:00  (Entered as : 07/10/2015 21:00) Reported: 7/11/2015 3:11:56 PM 15:11 Posted: 7/17/2015 Location: Mastic Beach, NY Shape: Circle Duration:4 minutes",http://www.nuforc.org/webreports/120/S120298.html,"Approximately 9pm, I spotted a reddish orange ball shaped object.   At first, I thought is was a firework, but the object began to rise. Approximately 9pm, I spotted a reddish orange ball shaped object.  ""At first I thought is was a firework"" but the object began to rise slowly from the ground in a diagonal direction. It rose about 300 feet or so and appeared to stop, then it slowly faded away to a speck.   This was on the south side of Smith Point Park Beach. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",2015-07-17T00:00:00,40.76620000000001,POINT(-72.83770000000001 40.76620000000001),-72.83770000000001
"Approx. 9 pm I spotted a reddish orange ball shaped object.  At first i thought is was a firework, but the obj. began to rise.",Mastic Beach,NY,2015-07-10T21:00:00,circle,4 minutes,"Occurred : 7/10/2015 21:00  (Entered as : 07/10/2015 21:00) Reported: 7/11/2015 3:11:56 PM 15:11 Posted: 7/17/2015 Location: Mastic Beach, NY Shape: Circle Duration:4 minutes",http://www.nuforc.org/webreports/120/S120302.html,"Approximately 9 pm I spotted a reddish orange ball shaped object.  At first i thought is was a firework, but the object began to rise slowly from the ground. Approximately 9pm, I spotted a reddish orange ball shaped object.  At first, I thought is was a firework, but the object began to rise slowly from the ground in a diagonal direction.   It rose about 300 feet or so and appeared to stop, then it slowly faded away to a speck.   This was on the south side of Smith Point Park Beach. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",2015-07-17T00:00:00,40.76620000000001,POINT(-72.83770000000001 40.76620000000001),-72.83770000000001
"Disk with two dim red lights, surrounded by a blue aura, with a light whirring sound, almost inaudible. ~300ft in the air",Monroe,NY,2015-07-20T21:00:00,disk,40 minutes,"Occurred : 7/20/2015 21:00  (Entered as : 07/20/15 21:00) Reported: 7/23/2015 4:57:33 AM 04:57 Posted: 7/23/2015 Location: Monroe, NY Shape: Disk Duration:40 minutes",http://www.nuforc.org/webreports/120/S120587.html,"Disk with two dim red lights, surrounded by a blue aura, with a light whirring sound, almost inaudible. ~300ft in the air On the night of July 23, 2015, I was arriving home from a friend's house and I heard a small whirring sound, ignored it and entered my home.  I had to run out to bring my cat back inside my house, and I noticed a strange blue light all around the back part of my yard, so I try to get a better view and I see two dimly lit red lights and a blue aura surrounding an oblate disk about 300 or so feet in the air, so I instantly ran inside to get a witness, that witness being my mother, by the time she came out in disbelief, it was still there, and I tried to take a video of it but I had 4% battery life,  I was able to capture the full image of the disk but before I could save the video or stop the recording my phone turned off.  Weirdly enough, when I re-entered my house my phone turned back on but with double the amount of battery life and all of my pictures, videos, and apps deleted off my phone.  I was stunned by seeing this, I felt very strange and later on I.  The night I heard the whirring again and again but I never saw the object again.   Also to add in, my cat was no where to be found and still has not returned home, or eaten out of her food bowl we left outside that night.",2015-07-23T00:00:00,41.32180000000007,POINT(-74.20079999999987 41.32180000000007),-74.20079999999987
Unidetified cluster of objects moving over Manahattan,New York,NY,2000-09-16T15:30:00,formation,10minutes,"Occurred : 9/16/2000 15:30  (Entered as : 09/16/00 15:30) Reported: 9/16/2000 13:51 Posted: 9/17/2000 Location: New York City (Manhattan), NY Shape: Formation Duration:10minutes",http://www.nuforc.org/webreports/014/S14146.html,"Unidetified cluster of objects moving over Manahattan We saw a cluster of white dots that looked like a constellation of stars that appeared to be very high in the southeastern sky which moved as a cluster in a southeasterly direction over Manahattan.  It was 3:30pm on a very bright, sunny day, and the objects were very distinct and remained visible for at least 10 minutes as they moved as a group and got fainter as they moved away.  If had been night, these objects would have looked like a constellation, but they were definitely not stars!",2000-09-17T00:00:00,40.74430706561583,POINT(-73.98772448166753 40.74430706561583),-73.98772448166753
Black triangle with six lights.,East Amherst,NY,2015-07-10T22:45:00,triangle,20 seconds,"Occurred : 7/10/2015 22:45  (Entered as : 7/10/15 22:45) Reported: 7/11/2015 4:05:19 PM 16:05 Posted: 7/17/2015 Location: East Amherst, NY Shape: Triangle Duration:20 seconds",http://www.nuforc.org/webreports/120/S120297.html,"I went outside to for a smoke around 22:45 pm, and was about halfway through it, when I heard what I thought was a plane.  I noticed I couldn't see the tail end of the plane at all. It got into a clearing above 2 trees, and it was easily visible, as the sky was still a dark shade of blue.  I saw a black triangle with six lights on it.  Five white, one red, and the red one was blinking.  There was a white light at the front of the craft, another behind it, and three more white lights along the back.  The blinking red light was in the center.   It glided at about the same speed as a plane across the sky, and was flying pretty low. I would say it was more or less gliding than flying.  It was also about as loud as a normal commercial jet if you were maybe 200 feet away from it.",2015-07-17T00:00:00,43.04410000000003,POINT(-78.69489999999998 43.04410000000003),-78.69489999999998
Orange ball of light moving fast and low; no sound at all.,Farmingville,NY,2015-07-11T21:00:00,sphere,2 minutes,"Occurred : 7/11/2015 21:00  (Entered as : 07/11/15 21:00) Reported: 7/11/2015 7:05:03 AM 07:05 Posted: 7/17/2015 Location: Farmingville, NY Shape: Sphere Duration:2 minutes",http://www.nuforc.org/webreports/120/S120284.html,Orange ball of light moving fast and low; no sound at all. Bright orange light moving across sky low and fast no sound. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),2015-07-17T00:00:00,40.83120000000002,POINT(-73.02959999999999 40.83120000000002),-73.02959999999999
"Silent, pulsating, and maneuvering red light in early evening sky.",New Paltz,NY,2015-07-22T21:00:00,light,5 minutes,"Occurred : 7/22/2015 21:00  (Entered as : 07/22/15 21:00) Reported: 7/22/2015 6:44:20 PM 18:44 Posted: 7/23/2015 Location: New Paltz, NY Shape: Light Duration:5 minutes",http://www.nuforc.org/webreports/120/S120576.html,"silent, pulsating, and maneuvering red light in early evening sky On evening walk as sunset occurred and saw bright pulsating orange/red light above treeline to my right.  I ran to a clearing and watched the light apparently climb and then arc towards the SE and then slow down, almost to a standstill - with absolutely no noise.  A commercial jet came into the field of view moving from North to South, with normal red and white navigation lights visible and with normal jet noise, and was at a lower altitude than pulsating light.  The light then continued off into the southern/southeastern sky until it was no longer visible.  So, no incredible speeds, but definitely and unusual brightness and pulsation to the light, and absolutely no sound. My first thoughts were a drone of some kind, but it seemed too high and moved too far for a recreational drone.   Also, what I saw definitely sounds similar to what others in the area are describing recently on this board. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",2015-07-23T00:00:00,41.75829999999998,POINT(-74.06570000000008 41.75829999999998),-74.06570000000008
Hovering orange lights.,Amherst,NY,2015-07-22T22:00:00,light,5 minutes,"Occurred : 7/22/2015 22:00  (Entered as : 7/22/15 22:00) Reported: 7/23/2015 4:46:43 AM 04:46 Posted: 7/23/2015 Location: Amherst, NY Shape: Light Duration:5 minutes",http://www.nuforc.org/webreports/120/S120589.html,"Hovering orange lights. I was looking out my sixth floor window again and noticed off in the distance some interesting bright glowing lights.  They were an orange yellow color, looked like several balls of light that were attached or at least real close together.  From my vantage point the object(s) were to the SouthEast.   They hovered in the same place for a minute, as i called two more witnesses to come see.  We all watched in awe as the lights seemed to go slightly up and slowly down until it disappeared behind the buildings and out of our line of sight.   The next morning i looked out at the same spot and there was a military plane..",2015-07-23T00:00:00,42.9784,POINT(-78.7998 42.9784),-78.7998
"Disk with rounded top and tower-like structure on top, smaller red lights and larger greenish spot light, hovers in place for 30+ mins.",Monroe,NY,2015-07-22T23:45:00,disk,~15 minutes,"Occurred : 7/22/2015 23:45  (Entered as : 07-22-2015 23:45) Reported: 7/22/2015 9:16:12 PM 21:16 Posted: 7/23/2015 Location: Monroe, NY Shape: Disk Duration:~15 minutes",http://www.nuforc.org/webreports/120/S120568.html,"Disk with rounded top and tower-like structure on top, smaller red lights and larger greenish spot light, hovers in place for 30+ mins. The object was in the distance, late at night, not so easy to make out as to exact shape.  It basically hovered for a long time.  It seemed to be getting closer for a few minutes, but then did not appear to have actually moved.   We both thought it looked like a classic hat-and-brim shaped flying saucer, as depicted in films, with red lights at either edge and a greenish-blue larger light, almost like a spotlight directed towards the ground, in between the red lights.   My husband thought he could make out a tower-like structure extending up over the object with a red light at the top.   I attempted to shoot video with a small camera, but it was too dark; object just appears as a whitish blob.  Can’t rule out a drone, but appears large from a distance.",2015-07-23T00:00:00,41.32180000000007,POINT(-74.20079999999987 41.32180000000007),-74.20079999999987
looking at night sky  a large spaceship the size of football field passed overhead humming . A chill ran through me.,New York,NY,1986-06-01T19:00:00,triangle,3min.,"Occurred : 6/1/1986 19:00  (Entered as : 1986 1900) Reported: 12/28/2000 15:55 Posted: 3/21/2003 Location: New York City/Brooklyn, NY Shape: Triangle Duration:3min.",http://www.nuforc.org/webreports/015/S15647.html,"looking at night sky  a large spaceship the size of football field passed overhead humming . A chill ran through me. looking for haleys comet, noticed a formation of jets persuing a large craft the size of a football field . I was standing on my fourth floor roof with a telescope when i heard a deep humming sound , I looked to the north and noticed a huge ship that took about a minute to pass over my location. the object was brown with lights blinking all over the ship. A few minutes later a formation of jets followed. ((NUFORC Note:  Date is approximate.  PD))",2001-01-03T00:00:00,40.74430706561583,POINT(-73.98772448166753 40.74430706561583),-73.98772448166753
Ball of light seen in night sky.,Phoenix,NY,2015-07-03T21:20:00,sphere,15 minutes,"Occurred : 7/3/2015 21:20  (Entered as : 07/03/2015 21:20) Reported: 7/5/2015 9:18:05 AM 09:18 Posted: 7/6/2015 Location: Phoenix, NY Shape: Sphere Duration:15 minutes",http://www.nuforc.org/webreports/120/S120097.html,"Ball of light seen in night sky. On Friday, July 3rd, 2015, at 9:20pm, as I was leaving the Nice-n-Easy parking lot in Phoenix, NY, I saw a stationary object in the southern sky above St. Stephen’s Church.  I extended my left arm toward the object and raised my thumb as a reference for size.  This object was the size of my thumbnail.  I estimated it to be approximately eight hundred feet above the ground.  I based this estimate on the objects location in relation to the peak of St Stevens Church below it, and the cumulus cloud cover behind it.  I would describe this object as a ball of light.  It was bright red, and twinkled orange to yellow at its core.  I had determined at this point it was not an airplane, helicopter, drone, or fire work flare.  It was stationary.  There was no sound associated with the object. I drove out of the parking lot on to Culver Street and traveled west intending to cross the bridge to lock island.  I continued to view the object.  I slowed down in order to observe the object for three or four seconds at a glance.  The object was now moving west parallel to my line of travel.  It had matched my speed of fifteen miles an hour and was visible at sixty degrees to my left as I traveled South West.  While I was on the bridge I again compared the object to the landscape and my thumb nail.  The cumulus cloud cover remained a reliable reference in the background.  It was now just above the trees located in the area of the old paper mill.  I estimated the object to be approximately two hundred feet above the ground.  Its size was still consistent with my thumbnail. I continued on Lamson Road and turned onto Pendegast Road. After traveling only a short distance, I pulled to the side of the road.  The object was behind me.  I stepped out of my truck.  At this point the object passed very close to me, approximately fifteen degrees off my zenith.  As the object moved in front of me I began to record it on my cell phone.  It was now in front of me traveling in a Northwest direction.  The object climbed steadily and maintained a trajectory of approximately sixty degrees above the horizon. The length of my recording was forty-one seconds. The time stamp of the recording was 20150707_213513.  I estimate the entire event lasted approximately fifteen minutes. If you have questions please contact me I would be happy to talk with you.",2015-07-06T00:00:00,43.2629,POINT(-76.3105 43.2629),-76.3105
Unusual dark craft moving slow across the sky in the bronx.,New York,NY,2015-07-12T20:35:00,circle,12 minutes,"Occurred : 7/12/2015 20:35  (Entered as : 07/12/15 20:35) Reported: 7/12/2015 7:38:26 PM 19:38 Posted: 7/17/2015 Location: New York City (Bronx), NY Shape: Circle Duration:12 minutes",http://www.nuforc.org/webreports/120/S120366.html,Unusual dark craft moving slow across the sky in the bronx. Looking westward up into the sky I noticed a dark object slowly moving through a northerly direction.  Object was at high altitude so it was hard to make out much detail other than it appearing featureless with no noticeable lights that most aircraft feature.  It was still daylight as sun was setting and minimum clouds were visible.  Object stood out as being the only craft in that section of the sky so it caught my eye.  I managed to view te object long enough to determine it was no plane or helicopter.  Object appeared to change direction from traveling northwest to northeast and seemed to be controlled by some intelligence so it was no balloon.  I eventually lost sight of it as it appeared to disappear over the clouds.  Not too many people were out in the area but I doubt anyone would've been able to see the object because it was really high up there.  My camera phone wouldn't capture it at that distance.  Would not seen this at night. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),2015-07-17T00:00:00,40.74430706561583,POINT(-73.98772448166753 40.74430706561583),-73.98772448166753
"Glimmering, silent orange disc",Syracuse,NY,2015-07-12T21:35:00,fireball,3 minutes,"Occurred : 7/12/2015 21:35  (Entered as : 07/12/15 21:35) Reported: 7/12/2015 6:55:36 PM 18:55 Posted: 7/17/2015 Location: Syracuse, NY Shape: Fireball Duration:3 minutes",http://www.nuforc.org/webreports/120/S120345.html,"Glimmering, silent orange disc. After sunset, a single flashing/glimmering orange desk, larger than typical aircraft, approaching from west southwest, then turning south and elevating and disappearing.  No noise.",2015-07-17T00:00:00,43.05037092436972,POINT(-76.15706369747863 43.05037092436972),-76.15706369747863
Red pulsing lights in triangular shape moving in northeastern sky.,North Tonawanda,NY,2015-07-12T22:00:00,triangle,<10 minutes,"Occurred : 7/12/2015 22:00  (Entered as : 07/12/2015 22:00) Reported: 7/16/2015 7:00:14 AM 07:00 Posted: 7/17/2015 Location: North Tonawanda, NY Shape: Triangle Duration:<10 minutes",http://www.nuforc.org/webreports/120/S120428.html,"Red pulsing lights in triangular shape moving in northeastern sky Saw what appeared as a red light in the northern sky, travelling south east.  It stopped and started periodically.  It stopped in the northeastern sky and as I focused on it I realized there were three lights tightly grouped in a triangle shape.  The lights pulsed but did not blink.  I know called into the house for my family to come out to see this, as I called the lights seemed to fade quickly and just disappeared.  Odd coincidence, - we saw three shooting stars later that night. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",2015-07-17T00:00:00,43.07080000000002,POINT(-78.82009999999995 43.07080000000002),-78.82009999999995
Objects over Lake Ontario.,Henderson Bay,NY,2015-07-03T22:00:00,light,5 minutes,"Occurred : 7/3/2015 22:00  (Entered as : 07/03/15 22:00) Reported: 7/6/2015 6:36:50 AM 06:36 Posted: 7/6/2015 Location: Henderson Bay, NY Shape: Light Duration:5 minutes",http://www.nuforc.org/webreports/120/S120158.html,Objects over Lake Ontario Saw 2 bright white lights with a little bit of red to them.  They looked circular in shape and  what appears to be about 3 miles out onto Lake Ontario.  They were flying in formation and then would just stay put in one area.   One of the objects started to fly straight up in the air and disappeared and a few moments later the second object did the same thing.   About 30 seconds later one of the objects appeared about 1 mile in the opposite direction and flew directly over my head and I could hear no noise from it.  It kept going back out into the lake and just disappeared.,2015-07-06T00:00:00,,,
"A circular craft came from North to my house yard. Spinning counter clock wise . 25' to 30'  object, haze around. 2:00 event.",Forest Hills,NY,2015-06-23T18:21:00,circle,2:00 minutes,"Occurred : 6/23/2015 18:21  (Entered as : 06/23/2015 18:21) Reported: 6/30/2015 3:03:11 PM 15:03 Posted: 7/3/2015 Location: Forest Hills, NY Shape: Circle Duration:2:00 minutes",http://www.nuforc.org/webreports/119/S119911.html,"A circular craft came from North to my house yard.  Spinning counter clockwise.  25' to 30'  object, haze around.  2:00 event. On June 23rd, 2015, at 18:21 PM New York time it was rain started with gusty wind for only few minutes.  I was in my house by 2nd floor window.  I saw a circular shape craft flying over the north side gate of my house yard.   I had a cell phone in my hand; I start taking pictures.  The circular craft was spinning at a very high speed counter clock wise.  The craft speed did not create any wind or sound.  Then I fill (sic.  Feel) a wood burning type smell.  The rain and wind stooped.  A very low noise started like small firecrekers.  The craft sateled on ground and stop spinning. I can see it was perfect round object.  There was some haze around the craft.  The haze was there but, there was no smoke.  I can not see much details on the craft except it was about 25' to 30' in diameter.  In a little while I lift off and gone with a very high speed.  I can say in about one or two seconds.  I take off vertical.  This entire event happened in about 2:00 minutes.  I took a total of 5 pictures. The grass in yard became lite yellow. ((NUFORC Note:  We have spoken via telephone with both the wife, who allegedly witnessed the craft, and the husband, to whom the wife had recounted details of the sighting.  Both parties sounded to us to be serious-minded, and credible.  PD))",2015-07-03T00:00:00,40.72290000000001,POINT(-73.84239999999971 40.72290000000001),-73.84239999999971
"Circular craft came from North spinning, settled on ground 2:00 minutes, no spin. Take off high speed. 5 pictures only.",Forest Hills,NY,2015-06-23T18:21:00,circle,2:00 minutes,"Occurred : 6/23/2015 18:21  (Entered as : 06/23/2015 18:21) Reported: 6/30/2015 1:34:52 PM 13:34 Posted: 7/3/2015 Location: Forest Hills, NY Shape: Circle Duration:2:00 minutes",http://www.nuforc.org/webreports/119/S119908.html,"Circular craft came from North spinning, settled on ground 2:00 minutes, no spin.  Take off high speed.  5 pictures only. Rainy and high wind for few minutes.  No wind and Rabin (sic. Rain)  stop when craft enter my yard from North gate.  It was spinning counter clock wise.   The circular craft steeled (sic.  Still) on the ground and spin stopped.   Take off in about 2:00 minutes without any noise or smoke and no wind.   Just gone in few seconds, great speed.",2015-07-03T00:00:00,40.72290000000001,POINT(-73.84239999999971 40.72290000000001),-73.84239999999971
"Orange lights moving SW to NE in separate groups of one to three, over a 10 minute period.",Fishkill,NY,2015-07-13T22:30:00,light,10 minutes,"Occurred : 7/13/2015 22:30  (Entered as : 071315 22:30) Reported: 7/13/2015 8:49:17 PM 20:49 Posted: 7/17/2015 Location: Fishkill, NY Shape: Light Duration:10 minutes",http://www.nuforc.org/webreports/120/S120377.html,"Orange lights moving SW to NE in separate groups of one to three, over a 10 minute period. Observed orange lights, moving across the sky from SW to NE and fading behind clouds. Sighting started approx. 10:30 PM.  Over a period of 10 minutes, observed approximately 12 orange lights at different times, in groups of 2 or 3. In one case, two objects moved transverse to their primary direction of travel, moving closer together, then moving apart again.  All single or groups of lights moved in the same general direction. Given the distance moved across the sky in the short time period, these were not paper lanterns or similar objects.  These were bright orange lights, but too far away to note any shape.",2015-07-17T00:00:00,41.527700000000024,POINT(-73.90720000000006 41.527700000000024),-73.90720000000006
"An orange glowing ball was hovering near Canaan Lake then disappeared, reappearing and flying silently across the sky.",Patchogue,NY,2015-07-14T22:45:00,light,5 minutes,"Occurred : 7/14/2015 22:45  (Entered as : 07/14/2015 22:45) Reported: 7/15/2015 10:06:02 AM 10:06 Posted: 7/17/2015 Location: Patchogue, NY Shape: Light Duration:5 minutes",http://www.nuforc.org/webreports/120/S120413.html,"An orange glowing ball was hovering near Canaan Lake, then disappeared, reappearing and flying silently across the sky, before dimming out and not seen again.",2015-07-17T00:00:00,40.76990000000002,POINT(-72.99940000000011 40.76990000000002),-72.99940000000011
"I just saw four lights in the sky in plain view.  They made a perfect square and hovered above my car, and stayed in the same spot.",Plainview,NY,2015-07-04T19:40:00,rectangle,A few minutes,"Occurred : 7/4/2015 19:40  (Entered as : 7/4/15 19:40) Reported: 7/4/2015 8:51:48 PM 20:51 Posted: 7/6/2015 Location: Plainview, NY Shape: Rectangle Duration:A few minutes",http://www.nuforc.org/webreports/120/S120039.html,"I just saw four lights in the sky in plain view they made a perfect square and hovered above my car and stayed in the same spot for like 4 minutes.  Then hovered off, the The lights where 2 red and 2 white and did not blink.  It was high up and fire works where popping but I heard a hum as well",2015-07-06T00:00:00,40.77649999999995,POINT(-73.46730000000008 40.77649999999995),-73.46730000000008
